invoice_id,item_id,product_id,brand_id,product_type_id,quantity,unit_selling_price,final_product_price
743,1482,4,22,31,1,3788.00,3788.00
743,1483,6,25,36,1,6422.00,6422.00
744,1484,1,6,6,1,1433.00,1433.00
745,1485,4,22,31,1,5125.00,5125.00
746,1486,6,25,36,1,5311.00,5311.00
746,1487,1,1,4,1,1113.00,1113.00
746,1488,1,5,1,1,657.00,657.00
747,1489,6,24,36,1,5880.00,5880.00
747,1490,3,18,19,1,6287.00,6287.00
748,1491,1,6,2,1,3942.00,3942.00
749,1492,3,19,29,1,5490.00,5490.00
749,1493,6,24,36,1,1906.00,1906.00
750,1494,1,6,6,1,1020.00,1020.00
750,1495,1,9,4,1,6255.00,6255.00
751,1496,3,19,20,1,6081.00,6081.00
752,1497,3,19,24,1,1742.00,1742.00
752,1498,4,21,30,1,2701.00,2701.00
753,1499,1,3,2,1,3632.00,3632.00
753,1500,3,18,26,1,1165.00,1165.00
753,1501,1,2,6,1,5983.00,5983.00
754,1502,1,4,7,1,716.00,716.00
754,1503,6,24,36,1,3221.00,3221.00
755,1504,6,25,36,1,6011.00,6011.00
756,1505,2,17,14,2,2453.00,4906.00
757,1506,2,13,18,2,4213.00,8426.00
758,1507,4,22,34,1,2637.00,2637.00
758,1508,6,25,36,1,1194.00,1194.00
759,1509,1,5,11,1,1203.00,1203.00
760,1510,6,25,36,1,4776.00,4776.00
760,1511,1,4,11,1,2361.00,2361.00
761,1512,2,16,13,2,2498.00,4996.00
761,1513,1,3,6,1,6605.00,6605.00
762,1514,2,17,15,2,5588.00,11176.00
763,1515,3,18,21,1,5481.00,5481.00
763,1516,3,19,22,1,1219.00,1219.00
763,1517,4,21,35,1,2044.00,2044.00
764,1518,6,25,36,1,4013.00,4013.00
764,1519,4,22,34,1,6661.00,6661.00
764,1520,1,5,7,1,2805.00,2805.00
765,1521,2,17,15,2,4158.00,8316.00
766,1522,6,24,36,1,4744.00,4744.00
766,1523,1,7,4,1,1293.00,1293.00
767,1524,6,24,36,1,3896.00,3896.00
767,1525,4,22,34,1,4077.00,4077.00
767,1526,4,22,34,1,5935.00,5935.00
768,1527,6,24,36,1,1674.00,1674.00
768,1528,4,20,32,1,584.00,584.00
769,1529,2,12,16,2,5256.00,10512.00
769,1530,6,25,36,1,5929.00,5929.00
770,1531,3,18,25,1,3810.00,3810.00
771,1532,6,25,36,1,2759.00,2759.00
771,1533,6,25,36,1,2238.00,2238.00
772,1534,6,25,36,1,6055.00,6055.00
773,1535,2,17,13,2,4488.00,8976.00
773,1536,3,19,27,1,3104.00,3104.00
774,1537,3,19,25,1,6062.00,6062.00
774,1538,1,1,7,1,3250.00,3250.00
774,1539,1,7,9,1,6477.00,6477.00
775,1540,6,25,36,1,730.00,730.00
776,1541,6,25,36,1,3445.00,3445.00
776,1542,2,15,15,2,4870.00,9740.00
777,1543,4,22,35,1,3583.00,3583.00
777,1544,3,18,22,1,4834.00,4834.00
777,1545,2,14,15,2,3747.00,7494.00
778,1546,4,20,33,1,2824.00,2824.00
779,1547,3,19,21,1,4572.00,4572.00
779,1548,4,21,32,1,5250.00,5250.00
779,1549,1,7,7,1,2715.00,2715.00
780,1550,6,25,36,1,1735.00,1735.00
780,1551,3,18,24,1,4270.00,4270.00
780,1552,4,22,31,1,6871.00,6871.00
781,1553,3,18,24,1,6434.00,6434.00
782,1554,6,24,36,1,3580.00,3580.00
782,1555,4,21,30,1,1017.00,1017.00
783,1556,4,21,30,1,4841.00,4841.00
783,1557,4,22,34,1,3685.00,3685.00
783,1558,4,22,32,1,2016.00,2016.00
784,1559,1,10,7,1,2387.00,2387.00
784,1560,4,22,32,1,6671.00,6671.00
784,1561,4,22,32,1,1118.00,1118.00
785,1562,4,22,32,1,784.00,784.00
785,1563,6,25,36,1,5767.00,5767.00
786,1564,6,25,36,1,5966.00,5966.00
786,1565,6,24,36,1,6218.00,6218.00
786,1566,2,15,12,2,2075.00,4150.00
787,1567,6,24,36,1,5056.00,5056.00
788,1568,2,11,12,2,542.00,1084.00
788,1569,6,25,36,1,4126.00,4126.00
789,1570,3,18,29,1,722.00,722.00
789,1571,6,24,36,1,1196.00,1196.00
790,1572,3,18,28,1,3555.00,3555.00
791,1573,3,19,20,1,3788.00,3788.00
792,1574,3,18,25,1,6004.00,6004.00
793,1575,4,21,30,1,5617.00,5617.00
793,1576,1,5,1,1,5586.00,5586.00
794,1577,1,3,6,1,2007.00,2007.00
795,1578,4,22,30,1,1850.00,1850.00
796,1579,1,2,4,1,3787.00,3787.00
796,1580,3,18,24,1,2349.00,2349.00
796,1581,6,25,36,1,5317.00,5317.00
797,1582,4,20,35,1,4768.00,4768.00
798,1583,1,9,1,1,1611.00,1611.00
798,1584,1,10,10,1,886.00,886.00
798,1585,1,1,7,1,4058.00,4058.00
799,1586,2,16,15,2,3565.00,7130.00
799,1587,6,25,36,1,5731.00,5731.00
799,1588,4,21,33,1,1038.00,1038.00
800,1589,2,13,13,2,5146.00,10292.00
800,1590,4,20,31,1,3921.00,3921.00
800,1591,1,5,6,1,5736.00,5736.00
801,1592,2,14,18,2,4821.00,9642.00
801,1593,6,24,36,1,6678.00,6678.00
801,1594,1,9,4,1,5992.00,5992.00
802,1595,6,25,36,1,5956.00,5956.00
802,1596,3,19,22,1,4911.00,4911.00
803,1597,3,18,28,1,1609.00,1609.00
803,1598,4,20,32,1,4988.00,4988.00
804,1599,4,22,35,1,6538.00,6538.00
804,1600,1,6,2,1,5829.00,5829.00
805,1601,4,21,31,1,6404.00,6404.00
805,1602,2,14,13,2,2525.00,5050.00
805,1603,2,11,12,2,1418.00,2836.00
806,1604,6,25,36,1,1637.00,1637.00
806,1605,6,24,36,1,4020.00,4020.00
806,1606,2,13,16,2,6076.00,12152.00
807,1607,6,25,36,1,583.00,583.00
807,1608,1,6,3,1,4510.00,4510.00
807,1609,2,11,15,2,5473.00,10946.00
808,1610,3,19,23,1,4979.00,4979.00
808,1611,1,10,7,1,4885.00,4885.00
808,1612,4,20,31,1,4637.00,4637.00
809,1613,1,6,10,1,3725.00,3725.00
810,1614,1,9,7,1,4228.00,4228.00
810,1615,6,25,36,1,2100.00,2100.00
811,1616,2,17,17,2,6759.00,13518.00
811,1617,6,25,36,1,536.00,536.00
812,1618,1,5,11,1,3750.00,3750.00
813,1619,4,22,35,1,4803.00,4803.00
814,1620,6,24,36,1,694.00,694.00
814,1621,2,17,18,2,5071.00,10142.00
815,1622,3,18,25,1,3528.00,3528.00
815,1623,3,18,20,1,1794.00,1794.00
815,1624,3,19,26,1,4778.00,4778.00
816,1625,2,15,15,2,2999.00,5998.00
816,1626,2,12,12,2,6394.00,12788.00
817,1627,1,5,4,1,4635.00,4635.00
817,1628,3,18,19,1,3015.00,3015.00
817,1629,2,15,17,2,6863.00,13726.00
818,1630,4,21,34,1,4094.00,4094.00
819,1631,1,2,10,1,3861.00,3861.00
819,1632,6,24,36,1,5350.00,5350.00
820,1633,3,18,19,1,4798.00,4798.00
820,1634,1,4,10,1,4059.00,4059.00
820,1635,2,17,17,2,5119.00,10238.00
821,1636,4,22,33,1,5539.00,5539.00
822,1637,3,19,21,1,2648.00,2648.00
822,1638,3,18,26,1,4843.00,4843.00
823,1639,1,7,3,1,4290.00,4290.00
824,1640,6,25,36,1,551.00,551.00
824,1641,6,24,36,1,2935.00,2935.00
825,1642,3,19,25,1,5577.00,5577.00
826,1643,6,25,36,1,6441.00,6441.00
827,1644,4,22,32,1,928.00,928.00
827,1645,6,25,36,1,6165.00,6165.00
827,1646,6,24,36,1,4557.00,4557.00
828,1647,2,16,12,2,3085.00,6170.00
829,1648,6,25,36,1,2875.00,2875.00
829,1649,3,18,29,1,1587.00,1587.00
830,1650,6,25,36,1,6837.00,6837.00
830,1651,3,18,29,1,1506.00,1506.00
831,1652,1,3,8,1,2120.00,2120.00
831,1653,1,6,10,1,2481.00,2481.00
832,1654,6,25,36,1,6962.00,6962.00
832,1655,2,15,15,2,4097.00,8194.00
832,1656,2,11,14,2,6632.00,13264.00
833,1657,2,17,14,2,5314.00,10628.00
834,1658,1,2,7,1,5627.00,5627.00
835,1659,4,22,33,1,5160.00,5160.00
835,1660,3,19,29,1,727.00,727.00
836,1661,4,21,32,1,881.00,881.00
836,1662,3,18,29,1,639.00,639.00
836,1663,6,25,36,1,1255.00,1255.00
837,1664,2,13,13,2,3841.00,7682.00
837,1665,1,10,6,1,3674.00,3674.00
838,1666,3,18,26,1,4545.00,4545.00
838,1667,1,10,8,1,5798.00,5798.00
838,1668,6,24,36,1,2973.00,2973.00
839,1669,3,19,19,1,1439.00,1439.00
839,1670,4,20,33,1,3209.00,3209.00
839,1671,1,1,9,1,6085.00,6085.00
840,1672,1,2,7,1,6151.00,6151.00
840,1673,2,17,13,2,2728.00,5456.00
840,1674,6,24,36,1,6556.00,6556.00
841,1675,3,19,20,1,5157.00,5157.00
841,1676,3,19,26,1,5871.00,5871.00
842,1677,6,24,36,1,3528.00,3528.00
842,1678,1,1,2,1,763.00,763.00
842,1679,2,16,15,2,6281.00,12562.00
843,1680,6,25,36,1,1910.00,1910.00
843,1681,4,22,30,1,6592.00,6592.00
844,1682,3,18,20,1,2082.00,2082.00
844,1683,2,12,17,2,3133.00,6266.00
844,1684,4,21,34,1,3058.00,3058.00
845,1685,4,22,30,1,4184.00,4184.00
845,1686,1,9,5,1,4388.00,4388.00
846,1687,6,25,36,1,5611.00,5611.00
846,1688,2,16,18,2,3044.00,6088.00
847,1689,1,3,3,1,3555.00,3555.00
847,1690,6,24,36,1,1127.00,1127.00
848,1691,1,5,9,1,2673.00,2673.00
849,1692,4,20,30,1,6167.00,6167.00
849,1693,6,25,36,1,3526.00,3526.00
850,1694,6,24,36,1,3985.00,3985.00
850,1695,2,13,16,2,4112.00,8224.00
850,1696,2,12,14,2,5867.00,11734.00
851,1697,6,24,36,1,5082.00,5082.00
852,1698,4,21,31,1,5711.00,5711.00
852,1699,4,22,35,1,4656.00,4656.00
853,1700,6,25,36,1,4058.00,4058.00
853,1701,3,18,24,1,1691.00,1691.00
853,1702,4,20,34,1,3265.00,3265.00
854,1703,4,21,32,1,4270.00,4270.00
855,1704,1,5,1,1,6893.00,6893.00
856,1705,3,19,26,1,2777.00,2777.00
856,1706,1,7,3,1,3355.00,3355.00
856,1707,4,22,32,1,6379.00,6379.00
857,1708,3,18,29,1,4802.00,4802.00
857,1709,3,19,20,1,3119.00,3119.00
858,1710,1,5,3,1,2634.00,2634.00
858,1711,1,6,6,1,4738.00,4738.00
858,1712,3,19,22,1,2790.00,2790.00
859,1713,2,13,12,2,882.00,1764.00
859,1714,3,18,26,1,5177.00,5177.00
860,1715,3,19,22,1,1775.00,1775.00
860,1716,3,19,23,1,5468.00,5468.00
861,1717,1,6,3,1,915.00,915.00
862,1718,2,14,12,2,6150.00,12300.00
862,1719,3,18,25,1,6938.00,6938.00
863,1720,2,13,17,2,6788.00,13576.00
863,1721,3,18,29,1,2022.00,2022.00
863,1722,1,6,2,1,1030.00,1030.00
864,1723,4,21,30,1,4428.00,4428.00
865,1724,6,24,36,1,2699.00,2699.00
865,1725,3,18,23,1,4786.00,4786.00
865,1726,1,4,1,1,2833.00,2833.00
866,1727,4,21,34,1,6284.00,6284.00
866,1728,6,25,36,1,5699.00,5699.00
866,1729,1,9,11,1,850.00,850.00
867,1730,3,18,24,1,2356.00,2356.00
867,1731,2,16,13,2,4423.00,8846.00
867,1732,2,11,16,2,6990.00,13980.00
868,1733,6,24,36,1,2105.00,2105.00
868,1734,3,18,27,1,1155.00,1155.00
869,1735,6,24,36,1,2275.00,2275.00
869,1736,3,18,25,1,4479.00,4479.00
869,1737,2,15,12,2,3367.00,6734.00
870,1738,2,11,17,2,5227.00,10454.00
870,1739,3,18,19,1,5069.00,5069.00
870,1740,2,15,17,2,1633.00,3266.00
871,1741,6,25,36,1,3040.00,3040.00
872,1742,1,4,3,1,5418.00,5418.00
872,1743,6,25,36,1,1919.00,1919.00
872,1744,2,13,16,2,1700.00,3400.00
873,1745,6,24,36,1,2742.00,2742.00
873,1746,6,25,36,1,4200.00,4200.00
874,1747,3,18,26,1,6753.00,6753.00
874,1748,1,2,9,1,5948.00,5948.00
875,1749,2,16,14,2,583.00,1166.00
875,1750,1,10,3,1,1131.00,1131.00
876,1751,2,13,15,2,1767.00,3534.00
877,1752,4,22,31,1,6237.00,6237.00
877,1753,2,12,12,2,6541.00,13082.00
878,1754,1,9,9,1,5770.00,5770.00
879,1755,2,15,13,2,2089.00,4178.00
880,1756,3,18,23,1,6735.00,6735.00
880,1757,6,24,36,1,5948.00,5948.00
881,1758,2,15,14,2,5742.00,11484.00
881,1759,1,3,1,1,4325.00,4325.00
882,1760,3,18,28,1,2676.00,2676.00
882,1761,1,10,4,1,2741.00,2741.00
883,1762,1,1,1,1,1897.00,1897.00
883,1763,6,24,36,1,2455.00,2455.00
883,1764,4,21,34,1,4138.00,4138.00
884,1765,1,4,9,1,1062.00,1062.00
885,1766,2,12,18,2,3056.00,6112.00
885,1767,4,22,33,1,3400.00,3400.00
886,1768,1,8,5,1,2370.00,2370.00
886,1769,4,22,30,1,5167.00,5167.00
887,1770,4,20,35,1,4708.00,4708.00
887,1771,3,19,22,1,5513.00,5513.00
887,1772,4,20,31,1,3865.00,3865.00
888,1773,6,25,36,1,6489.00,6489.00
888,1774,3,19,27,1,6505.00,6505.00
888,1775,6,24,36,1,6552.00,6552.00
889,1776,1,8,6,1,1260.00,1260.00
889,1777,1,10,3,1,4573.00,4573.00
890,1778,3,18,20,1,3821.00,3821.00
890,1779,3,19,29,1,3892.00,3892.00
890,1780,2,15,15,2,903.00,1806.00
891,1781,1,8,6,1,2522.00,2522.00
892,1782,4,21,34,1,3680.00,3680.00
892,1783,6,24,36,1,839.00,839.00
892,1784,4,20,35,1,6865.00,6865.00
893,1785,6,24,36,1,3983.00,3983.00
894,1786,1,1,7,1,3460.00,3460.00
894,1787,2,14,16,2,3961.00,7922.00
894,1788,2,11,14,2,4286.00,8572.00
895,1789,3,18,25,1,3246.00,3246.00
895,1790,1,3,11,1,6465.00,6465.00
896,1791,2,16,12,2,6425.00,12850.00
896,1792,4,22,33,1,6314.00,6314.00
896,1793,3,19,24,1,5684.00,5684.00
897,1794,3,19,25,1,6114.00,6114.00
897,1795,3,18,26,1,4868.00,4868.00
898,1796,2,11,17,2,6292.00,12584.00
898,1797,1,7,2,1,2974.00,2974.00
899,1798,2,15,12,2,1250.00,2500.00
900,1799,3,18,21,1,3041.00,3041.00
901,1800,1,1,5,1,2935.00,2935.00
901,1801,1,7,1,1,5531.00,5531.00
901,1802,6,24,36,1,2173.00,2173.00
902,1803,6,24,36,1,3461.00,3461.00
903,1804,1,10,3,1,3251.00,3251.00
903,1805,1,1,5,1,2866.00,2866.00
903,1806,3,19,25,1,1801.00,1801.00
904,1807,4,21,34,1,2430.00,2430.00
904,1808,2,17,13,2,6795.00,13590.00
904,1809,1,4,6,1,1064.00,1064.00
905,1810,1,7,1,1,2045.00,2045.00
905,1811,3,19,21,1,6224.00,6224.00
905,1812,4,20,31,1,2069.00,2069.00
906,1813,2,13,17,2,5291.00,10582.00
907,1814,1,2,9,1,1724.00,1724.00
907,1815,6,25,36,1,3751.00,3751.00
908,1816,3,19,21,1,5313.00,5313.00
909,1817,4,20,31,1,1716.00,1716.00
910,1818,4,21,35,1,2488.00,2488.00
910,1819,6,24,36,1,1133.00,1133.00
910,1820,4,21,34,1,2896.00,2896.00
911,1821,4,22,32,1,2743.00,2743.00
912,1822,1,8,6,1,2321.00,2321.00
913,1823,6,25,36,1,1904.00,1904.00
914,1824,6,24,36,1,3262.00,3262.00
914,1825,6,24,36,1,1962.00,1962.00
914,1826,1,7,9,1,3416.00,3416.00
915,1827,4,20,32,1,4000.00,4000.00
915,1828,3,18,29,1,4205.00,4205.00
916,1829,6,24,36,1,4869.00,4869.00
917,1830,3,19,24,1,5511.00,5511.00
917,1831,2,17,13,2,6163.00,12326.00
917,1832,3,18,19,1,1148.00,1148.00
918,1833,6,24,36,1,4497.00,4497.00
919,1834,3,19,21,1,3145.00,3145.00
920,1835,4,20,32,1,4448.00,4448.00
920,1836,4,20,33,1,3546.00,3546.00
920,1837,2,12,16,2,4107.00,8214.00
921,1838,2,14,15,2,2737.00,5474.00
921,1839,2,15,16,2,1237.00,2474.00
921,1840,4,21,34,1,5412.00,5412.00
922,1841,3,19,19,1,2003.00,2003.00
923,1842,3,18,29,1,5735.00,5735.00
923,1843,6,24,36,1,3665.00,3665.00
924,1844,6,24,36,1,6701.00,6701.00
924,1845,1,4,11,1,6710.00,6710.00
925,1846,1,3,3,1,6852.00,6852.00
926,1847,1,2,5,1,5012.00,5012.00
926,1848,1,10,9,1,4662.00,4662.00
926,1849,6,25,36,1,2840.00,2840.00
927,1850,3,19,29,1,5874.00,5874.00
928,1851,6,24,36,1,3155.00,3155.00
929,1852,1,10,2,1,3398.00,3398.00
930,1853,4,22,32,1,5763.00,5763.00
930,1854,3,19,28,1,2257.00,2257.00
930,1855,6,25,36,1,5514.00,5514.00
931,1856,6,24,36,1,1632.00,1632.00
932,1857,1,5,8,1,3797.00,3797.00
932,1858,3,19,20,1,4928.00,4928.00
933,1859,1,9,8,1,4102.00,4102.00
933,1860,6,25,36,1,6247.00,6247.00
934,1861,2,17,12,2,1991.00,3982.00
934,1862,1,7,2,1,4055.00,4055.00
934,1863,2,16,12,2,1336.00,2672.00
935,1864,4,22,34,1,6502.00,6502.00
935,1865,3,19,19,1,5150.00,5150.00
936,1866,6,25,36,1,6278.00,6278.00
937,1867,6,24,36,1,4450.00,4450.00
937,1868,6,24,36,1,4591.00,4591.00
937,1869,6,24,36,1,2381.00,2381.00
938,1870,6,24,36,1,3053.00,3053.00
938,1871,3,18,29,1,3967.00,3967.00
939,1872,2,17,17,2,6235.00,12470.00
939,1873,6,25,36,1,6209.00,6209.00
939,1874,4,22,30,1,1502.00,1502.00
940,1875,4,21,35,1,1776.00,1776.00
940,1876,4,20,33,1,798.00,798.00
941,1877,6,25,36,1,1422.00,1422.00
941,1878,2,17,13,2,5040.00,10080.00
941,1879,2,11,17,2,6327.00,12654.00
942,1880,3,18,27,1,1287.00,1287.00
943,1881,1,10,1,1,928.00,928.00
944,1882,4,22,30,1,3586.00,3586.00
944,1883,2,17,16,2,3108.00,6216.00
944,1884,6,24,36,1,4923.00,4923.00
945,1885,6,25,36,1,5027.00,5027.00
945,1886,4,22,33,1,829.00,829.00
945,1887,1,10,2,1,1505.00,1505.00
946,1888,4,20,35,1,6402.00,6402.00
946,1889,4,22,34,1,5047.00,5047.00
946,1890,1,7,4,1,1453.00,1453.00
947,1891,6,25,36,1,2248.00,2248.00
947,1892,4,22,32,1,4352.00,4352.00
948,1893,4,21,32,1,3585.00,3585.00
948,1894,4,21,34,1,3895.00,3895.00
948,1895,4,21,35,1,1246.00,1246.00
949,1896,4,21,32,1,5456.00,5456.00
950,1897,4,21,32,1,4147.00,4147.00
950,1898,3,19,19,1,5675.00,5675.00
950,1899,6,24,36,1,4968.00,4968.00
951,1900,6,25,36,1,2144.00,2144.00
952,1901,2,13,13,2,5174.00,10348.00
952,1902,3,18,27,1,3197.00,3197.00
953,1903,1,2,1,1,1689.00,1689.00
953,1904,2,13,15,2,3027.00,6054.00
954,1905,2,13,12,2,2976.00,5952.00
954,1906,4,22,30,1,3230.00,3230.00
955,1907,1,2,5,1,5388.00,5388.00
955,1908,2,11,13,2,2332.00,4664.00
956,1909,4,21,35,1,1678.00,1678.00
956,1910,1,9,2,1,4592.00,4592.00
957,1911,2,17,16,2,3258.00,6516.00
957,1912,1,3,8,1,4744.00,4744.00
957,1913,1,3,5,1,3325.00,3325.00
958,1914,6,24,36,1,726.00,726.00
959,1915,1,9,9,1,1838.00,1838.00
959,1916,4,21,33,1,1791.00,1791.00
960,1917,6,25,36,1,3205.00,3205.00
960,1918,1,9,9,1,3653.00,3653.00
961,1919,3,18,22,1,1811.00,1811.00
961,1920,6,25,36,1,3363.00,3363.00
962,1921,2,13,18,2,4004.00,8008.00
962,1922,2,14,17,2,1433.00,2866.00
962,1923,2,16,17,2,4313.00,8626.00
963,1924,6,24,36,1,6353.00,6353.00
963,1925,6,24,36,1,2843.00,2843.00
964,1926,4,20,31,1,6176.00,6176.00
964,1927,6,25,36,1,6497.00,6497.00
964,1928,3,19,19,1,657.00,657.00
965,1929,3,18,29,1,6627.00,6627.00
965,1930,1,10,6,1,663.00,663.00
965,1931,2,16,17,2,5560.00,11120.00
966,1932,2,13,15,2,1767.00,3534.00
966,1933,4,21,35,1,5528.00,5528.00
967,1934,1,3,10,1,6105.00,6105.00
967,1935,1,7,2,1,3353.00,3353.00
967,1936,3,18,22,1,6352.00,6352.00
968,1937,2,17,13,2,1756.00,3512.00
968,1938,1,9,1,1,5399.00,5399.00
969,1939,6,24,36,1,2937.00,2937.00
969,1940,1,7,3,1,2161.00,2161.00
969,1941,3,18,19,1,1307.00,1307.00
970,1942,4,20,30,1,767.00,767.00
970,1943,3,18,20,1,792.00,792.00
971,1944,2,16,17,2,4912.00,9824.00
972,1945,6,24,36,1,4686.00,4686.00
972,1946,4,20,34,1,6866.00,6866.00
973,1947,3,19,20,1,5766.00,5766.00
974,1948,4,21,33,1,5442.00,5442.00
974,1949,2,17,14,2,6351.00,12702.00
974,1950,1,9,2,1,4825.00,4825.00
975,1951,1,8,10,1,4362.00,4362.00
975,1952,2,16,14,2,3038.00,6076.00
976,1953,2,14,14,2,4044.00,8088.00
976,1954,1,6,10,1,3828.00,3828.00
976,1955,1,8,1,1,2110.00,2110.00
977,1956,6,25,36,1,4793.00,4793.00
977,1957,1,6,1,1,5136.00,5136.00
977,1958,3,18,23,1,6095.00,6095.00
978,1959,3,18,28,1,4529.00,4529.00
979,1960,6,25,36,1,6168.00,6168.00
979,1961,1,1,11,1,5562.00,5562.00
979,1962,1,4,6,1,6164.00,6164.00
980,1963,6,25,36,1,2623.00,2623.00
980,1964,4,22,31,1,5264.00,5264.00
980,1965,4,21,33,1,4968.00,4968.00
981,1966,1,10,9,1,6066.00,6066.00
981,1967,2,16,15,2,3621.00,7242.00
981,1968,4,22,35,1,4196.00,4196.00
982,1969,1,3,6,1,3375.00,3375.00
983,1970,4,22,32,1,6250.00,6250.00
983,1971,2,15,14,2,5604.00,11208.00
983,1972,1,4,7,1,1788.00,1788.00
984,1973,3,19,27,1,2719.00,2719.00
984,1974,6,25,36,1,2599.00,2599.00
984,1975,1,10,7,1,2526.00,2526.00
985,1976,3,18,27,1,4142.00,4142.00
986,1977,6,24,36,1,5921.00,5921.00
987,1978,3,19,25,1,2461.00,2461.00
987,1979,6,24,36,1,2646.00,2646.00
987,1980,1,2,8,1,6479.00,6479.00
988,1981,4,21,35,1,6844.00,6844.00
989,1982,6,24,36,1,1395.00,1395.00
989,1983,4,21,32,1,5518.00,5518.00
989,1984,4,20,34,1,5927.00,5927.00
990,1985,2,15,18,2,4902.00,9804.00
990,1986,6,24,36,1,939.00,939.00
990,1987,4,21,33,1,1550.00,1550.00
991,1988,3,19,24,1,946.00,946.00
991,1989,3,18,22,1,5925.00,5925.00
991,1990,2,15,12,2,777.00,1554.00
992,1991,4,22,35,1,4995.00,4995.00
992,1992,6,24,36,1,1011.00,1011.00
992,1993,6,25,36,1,3518.00,3518.00
993,1994,2,16,12,2,1728.00,3456.00
994,1995,6,24,36,1,5104.00,5104.00
994,1996,4,22,32,1,2132.00,2132.00
994,1997,3,18,22,1,4482.00,4482.00
995,1998,2,17,18,2,3311.00,6622.00
995,1999,2,16,14,2,816.00,1632.00
996,2000,6,24,36,1,1626.00,1626.00
997,2001,6,24,36,1,2483.00,2483.00
997,2002,4,22,30,1,2204.00,2204.00
997,2003,6,24,36,1,1994.00,1994.00
998,2004,6,25,36,1,628.00,628.00
999,2005,1,1,11,1,1879.00,1879.00
1000,2006,6,25,36,1,2293.00,2293.00
1001,2007,2,16,13,2,2449.00,4898.00
1001,2008,2,15,18,2,2405.00,4810.00
1002,2009,4,20,35,1,1917.00,1917.00
1002,2010,6,24,36,1,1200.00,1200.00
1002,2011,4,22,34,1,6103.00,6103.00
1003,2012,1,7,9,1,4519.00,4519.00
1003,2013,2,15,12,2,1527.00,3054.00
1004,2014,2,16,16,2,501.00,1002.00
1005,2015,6,25,36,1,4747.00,4747.00
1006,2016,2,12,17,2,1049.00,2098.00
1006,2017,3,19,19,1,3881.00,3881.00
1007,2018,2,17,16,2,6244.00,12488.00
1007,2019,3,18,22,1,936.00,936.00
1008,2020,1,3,4,1,5254.00,5254.00
1008,2021,6,24,36,1,1276.00,1276.00
1009,2022,6,25,36,1,1274.00,1274.00
1009,2023,6,24,36,1,1705.00,1705.00
1009,2024,3,18,26,1,4135.00,4135.00
1010,2025,6,24,36,1,1081.00,1081.00
1011,2026,4,22,33,1,6400.00,6400.00
1012,2027,3,19,21,1,1478.00,1478.00
1012,2028,1,9,8,1,3109.00,3109.00
1012,2029,3,19,24,1,4496.00,4496.00
1013,2030,4,20,34,1,3104.00,3104.00
1013,2031,3,18,26,1,4618.00,4618.00
1014,2032,4,21,34,1,6680.00,6680.00
1015,2033,3,18,22,1,4959.00,4959.00
1016,2034,1,5,8,1,1895.00,1895.00
1017,2035,4,20,31,1,2761.00,2761.00
1017,2036,3,19,24,1,5916.00,5916.00
1018,2037,1,1,9,1,2212.00,2212.00
1018,2038,2,17,16,2,2105.00,4210.00
1019,2039,6,25,36,1,5076.00,5076.00
1020,2040,2,14,17,2,3293.00,6586.00
1020,2041,1,3,6,1,6232.00,6232.00
1021,2042,3,19,22,1,3998.00,3998.00
1022,2043,2,15,14,2,5917.00,11834.00
1022,2044,2,12,16,2,4242.00,8484.00
1022,2045,3,18,21,1,6331.00,6331.00
1023,2046,1,1,3,1,3936.00,3936.00
1023,2047,1,8,2,1,2262.00,2262.00
1024,2048,1,3,6,1,926.00,926.00
1025,2049,6,25,36,1,5731.00,5731.00
1025,2050,6,24,36,1,2732.00,2732.00
1026,2051,1,1,6,1,3485.00,3485.00
1027,2052,4,22,35,1,3088.00,3088.00
1027,2053,4,21,33,1,4041.00,4041.00
1028,2054,1,6,8,1,6965.00,6965.00
1029,2055,4,20,30,1,6661.00,6661.00
1029,2056,4,20,30,1,4156.00,4156.00
1030,2057,6,24,36,1,1993.00,1993.00
1030,2058,3,18,19,1,4226.00,4226.00
1031,2059,4,21,30,1,6964.00,6964.00
1032,2060,6,25,36,1,2811.00,2811.00
1033,2061,1,2,3,1,676.00,676.00
1034,2062,3,18,26,1,2947.00,2947.00
1035,2063,2,11,12,2,3250.00,6500.00
1035,2064,3,19,28,1,3445.00,3445.00
1036,2065,1,4,9,1,6634.00,6634.00
1037,2066,2,11,16,2,5319.00,10638.00
1038,2067,6,24,36,1,3632.00,3632.00
1039,2068,6,24,36,1,1424.00,1424.00
1040,2069,2,14,12,2,2315.00,4630.00
1041,2070,3,18,27,1,3496.00,3496.00
1042,2071,2,11,14,2,1543.00,3086.00
1043,2072,3,18,29,1,2170.00,2170.00
1043,2073,4,20,32,1,3075.00,3075.00
1043,2074,6,25,36,1,5043.00,5043.00
1044,2075,2,17,14,2,1542.00,3084.00
1045,2076,4,21,30,1,1558.00,1558.00
1046,2077,4,20,30,1,1665.00,1665.00
1046,2078,2,17,13,2,5056.00,10112.00
1047,2079,3,18,20,1,3019.00,3019.00
1047,2080,2,17,16,2,6678.00,13356.00
1048,2081,6,25,36,1,5148.00,5148.00
1048,2082,3,18,23,1,4812.00,4812.00
1049,2083,2,15,14,2,5817.00,11634.00
1049,2084,4,20,35,1,3148.00,3148.00
1049,2085,6,24,36,1,3252.00,3252.00
1050,2086,6,24,36,1,1035.00,1035.00
1051,2087,2,12,15,2,4809.00,9618.00
