invoice_id,customer_id,staff_id,invoice_date,payment_mode,total_amount_items,total_tax,discount_amount,final_bill_amount
1201,3322,11,"2025-07-31 00:00:00",Card,1714.00,239.00,0.00,1953.00
1202,5752,2,"2025-12-13 00:00:00",Card,12910.00,410.00,0.00,13320.00
1203,864,15,"2025-07-06 00:00:00",Cash,8738.00,309.00,0.00,9047.00
1204,1411,17,"2025-12-10 00:00:00",UPI,6849.00,422.00,0.00,7271.00
1205,1368,6,"2025-12-07 00:00:00",Card,4600.00,459.00,0.00,5059.00
1206,6910,8,"2025-11-10 00:00:00",Card,4994.00,344.00,0.00,5338.00
1207,2012,5,"2025-03-14 00:00:00",Cash,12034.00,222.00,0.00,12256.00
1208,7598,15,"2025-03-24 00:00:00",UPI,16628.00,405.00,0.00,17033.00
1209,4209,20,"2025-11-27 00:00:00",UPI,21603.00,323.00,0.00,21926.00
1210,1412,19,"2025-11-13 00:00:00",Card,16719.00,384.00,0.00,17103.00
1211,100,7,"2025-07-31 00:00:00",Card,5869.00,288.00,0.00,6157.00
1212,5559,20,"2025-05-25 00:00:00",Cash,4288.00,487.00,0.00,4775.00
1213,5176,14,"2025-12-17 00:00:00",UPI,13045.00,484.00,0.00,13529.00
1214,4283,8,"2025-12-15 00:00:00",Card,767.00,455.00,0.00,1222.00
1215,797,16,"2025-05-05 00:00:00",UPI,15667.00,422.00,0.00,16089.00
1216,3858,14,"2025-08-07 00:00:00",Card,2958.00,272.00,0.00,3230.00
1217,6040,9,"2025-03-04 00:00:00",Card,14413.00,242.00,0.00,14655.00
1218,7522,9,"2025-03-07 00:00:00",Card,8720.00,378.00,0.00,9098.00
1219,6943,5,"2025-06-20 00:00:00",Cash,1086.00,414.00,0.00,1500.00
1220,2692,1,"2025-07-09 00:00:00",Card,4864.00,334.00,0.00,5198.00
1221,2316,7,"2025-08-03 00:00:00",Card,16920.00,251.00,0.00,17171.00
1222,1085,9,"2025-05-22 00:00:00",UPI,12432.00,431.00,0.00,12863.00
1223,7023,18,"2025-11-28 00:00:00",Card,3967.00,451.00,0.00,4418.00
1224,4242,6,"2025-10-15 00:00:00",UPI,6538.00,458.00,0.00,6996.00
1225,1050,18,"2025-07-09 00:00:00",UPI,6524.00,166.00,0.00,6690.00
1226,6594,9,"2026-01-11 00:00:00",UPI,14997.00,463.00,0.00,15460.00
1227,4370,1,"2025-08-03 00:00:00",Card,12043.00,390.00,0.00,12433.00
1228,5263,10,"2025-07-07 00:00:00",UPI,12756.00,299.00,0.00,13055.00
1229,7450,7,"2025-07-21 00:00:00",Cash,18634.00,471.00,0.00,19105.00
1230,5942,8,"2025-05-15 00:00:00",Card,5013.00,484.00,0.00,5497.00
1231,6355,12,"2025-04-15 00:00:00",Cash,4844.00,398.00,0.00,5242.00
1232,3935,8,"2025-10-20 00:00:00",Cash,3589.00,416.00,0.00,4005.00
1233,4825,10,"2025-09-06 00:00:00",Card,14938.00,211.00,0.00,15149.00
1234,2093,18,"2025-05-29 00:00:00",Card,11594.00,271.00,0.00,11865.00
1235,1669,13,"2025-06-25 00:00:00",UPI,18295.00,163.00,0.00,18458.00
1236,1117,15,"2025-04-07 00:00:00",Card,6701.00,371.00,0.00,7072.00
1237,4865,10,"2025-05-31 00:00:00",Cash,9270.00,163.00,0.00,9433.00
1238,509,11,"2025-10-27 00:00:00",Cash,13576.00,440.00,0.00,14016.00
1239,6939,2,"2025-11-08 00:00:00",Card,5845.00,414.00,0.00,6259.00
1240,425,1,"2025-10-24 00:00:00",UPI,13576.00,486.00,0.00,14062.00
1241,6044,4,"2025-10-22 00:00:00",Cash,19039.00,274.00,0.00,19313.00
1242,1212,18,"2025-08-12 00:00:00",UPI,7547.00,374.00,0.00,7921.00
1243,255,20,"2025-09-22 00:00:00",Card,7414.00,302.00,0.00,7716.00
1244,410,14,"2025-03-06 00:00:00",Cash,12644.00,315.00,0.00,12959.00
1245,6283,17,"2025-07-30 00:00:00",Cash,3441.00,490.00,0.00,3931.00
1246,1385,20,"2025-08-26 00:00:00",Cash,23129.00,350.00,0.00,23479.00
1247,1310,1,"2026-01-02 00:00:00",Cash,10560.00,366.00,0.00,10926.00
1248,1191,9,"2025-03-05 00:00:00",Cash,16662.00,214.00,0.00,16876.00
1249,7531,12,"2025-11-24 00:00:00",UPI,5771.00,394.00,0.00,6165.00
1250,5451,3,"2025-12-17 00:00:00",Cash,6119.00,169.00,0.00,6288.00
1251,3198,6,"2025-09-19 00:00:00",Cash,11294.00,374.00,0.00,11668.00
1252,6695,16,"2025-04-18 00:00:00",UPI,6480.00,331.00,0.00,6811.00
1253,3023,2,"2025-06-27 00:00:00",UPI,11810.00,308.00,0.00,12118.00
1254,2372,16,"2025-05-21 00:00:00",Card,4872.00,396.00,0.00,5268.00
1255,1548,17,"2026-01-07 00:00:00",UPI,8903.00,284.00,0.00,9187.00
1256,5216,16,"2025-04-05 00:00:00",Card,8660.00,180.00,0.00,8840.00
1257,6831,7,"2025-11-02 00:00:00",Card,16717.00,387.00,0.00,17104.00
1258,5452,10,"2025-03-20 00:00:00",Card,2671.00,292.00,0.00,2963.00
1259,4881,20,"2025-03-23 00:00:00",Cash,7414.00,389.00,0.00,7803.00
1260,7086,10,"2025-07-29 00:00:00",UPI,8988.00,483.00,0.00,9471.00
1261,5371,4,"2025-06-04 00:00:00",Cash,12461.00,307.00,0.00,12768.00
1262,6864,1,"2025-06-17 00:00:00",UPI,11161.00,324.00,0.00,11485.00
1263,726,6,"2025-08-27 00:00:00",Cash,15200.00,280.00,0.00,15480.00
1264,7140,8,"2025-02-25 00:00:00",UPI,7384.00,350.00,0.00,7734.00
1265,3453,14,"2025-07-24 00:00:00",UPI,20925.00,439.00,0.00,21364.00
1266,134,14,"2025-09-13 00:00:00",UPI,6088.00,434.00,0.00,6522.00
1267,4391,2,"2025-05-16 00:00:00",Cash,8778.00,186.00,0.00,8964.00
1268,7522,13,"2025-02-24 00:00:00",UPI,7388.00,416.00,0.00,7804.00
1269,4894,12,"2025-07-30 00:00:00",Cash,7622.00,409.00,0.00,8031.00
1270,242,15,"2025-09-06 00:00:00",UPI,6986.00,185.00,0.00,7171.00
1271,5410,1,"2025-11-08 00:00:00",UPI,12134.00,429.00,0.00,12563.00
1272,2491,7,"2025-04-26 00:00:00",Cash,15768.00,351.00,0.00,16119.00
1273,1884,9,"2025-07-09 00:00:00",Card,15332.00,202.00,0.00,15534.00
1274,3154,20,"2025-04-27 00:00:00",Cash,2486.00,280.00,0.00,2766.00
1275,5475,14,"2025-07-02 00:00:00",Cash,6024.00,342.00,0.00,6366.00
1276,4576,3,"2025-10-12 00:00:00",UPI,6119.00,474.00,0.00,6593.00
1277,4569,2,"2025-01-25 00:00:00",Cash,5848.00,299.00,0.00,6147.00
1278,5123,6,"2025-11-16 00:00:00",UPI,708.00,187.00,0.00,895.00
1279,461,5,"2025-12-08 00:00:00",Card,14131.00,406.00,0.00,14537.00
1280,3402,1,"2025-12-09 00:00:00",UPI,7599.00,499.00,0.00,8098.00
1281,4975,12,"2025-05-08 00:00:00",Cash,4233.00,280.00,0.00,4513.00
1282,7817,12,"2025-07-19 00:00:00",UPI,12468.00,356.00,0.00,12824.00
1283,476,17,"2025-10-11 00:00:00",Cash,5642.00,211.00,0.00,5853.00
1284,5968,8,"2025-05-20 00:00:00",Cash,7721.00,416.00,0.00,8137.00
1285,747,7,"2025-10-14 00:00:00",Cash,14572.00,367.00,0.00,14939.00
1286,3996,11,"2025-04-03 00:00:00",Cash,10133.00,487.00,0.00,10620.00
1287,4425,3,"2025-09-01 00:00:00",Cash,6636.00,424.00,0.00,7060.00
1288,1273,17,"2025-04-18 00:00:00",Card,9068.00,375.00,0.00,9443.00
1289,1531,10,"2025-10-19 00:00:00",Card,10958.00,478.00,0.00,11436.00
1290,1505,8,"2025-07-23 00:00:00",Cash,17505.00,182.00,0.00,17687.00
1291,1243,4,"2025-04-28 00:00:00",UPI,9050.00,451.00,0.00,9501.00
1292,7304,12,"2025-07-01 00:00:00",Cash,19443.00,162.00,0.00,19605.00
1293,3691,16,"2025-10-24 00:00:00",UPI,4384.00,481.00,0.00,4865.00
1294,912,5,"2025-10-19 00:00:00",Card,6496.00,498.00,0.00,6994.00
1295,4482,2,"2025-05-27 00:00:00",UPI,4850.00,398.00,0.00,5248.00
1296,5062,17,"2025-04-20 00:00:00",Cash,15789.00,461.00,0.00,16250.00
1297,3571,12,"2025-01-20 00:00:00",Cash,12883.00,451.00,0.00,13334.00
1298,7466,16,"2025-02-21 00:00:00",Card,7755.00,368.00,0.00,8123.00
1299,4625,15,"2025-08-27 00:00:00",Cash,12198.00,473.00,0.00,12671.00
1300,4493,16,"2025-05-16 00:00:00",UPI,8334.00,298.00,0.00,8632.00
1301,7128,6,"2025-02-01 00:00:00",Cash,14512.00,266.00,0.00,14778.00
1302,3925,5,"2025-07-23 00:00:00",Card,16961.00,173.00,0.00,17134.00
1303,5410,3,"2025-04-20 00:00:00",Cash,801.00,185.00,0.00,986.00
1304,404,6,"2025-04-09 00:00:00",Cash,2452.00,480.00,0.00,2932.00
1305,1202,3,"2025-12-07 00:00:00",Card,958.00,404.00,0.00,1362.00
1306,5611,5,"2025-06-02 00:00:00",UPI,5256.00,392.00,0.00,5648.00
1307,2842,19,"2025-04-14 00:00:00",Cash,17573.00,492.00,0.00,18065.00
1308,997,19,"2025-12-18 00:00:00",Cash,9892.00,243.00,0.00,10135.00
1309,669,16,"2025-11-27 00:00:00",UPI,18890.00,280.00,0.00,19170.00
1310,4081,7,"2025-11-08 00:00:00",Cash,16768.00,447.00,0.00,17215.00
1311,874,10,"2025-09-26 00:00:00",UPI,4334.00,466.00,0.00,4800.00
1312,6566,10,"2025-03-16 00:00:00",Card,6415.00,320.00,0.00,6735.00
1313,6057,9,"2025-05-01 00:00:00",UPI,10936.00,241.00,0.00,11177.00
1314,2859,11,"2025-01-31 00:00:00",UPI,5920.00,263.00,0.00,6183.00
1315,7746,3,"2025-12-14 00:00:00",UPI,5813.00,423.00,0.00,6236.00
1316,7268,16,"2026-01-08 00:00:00",Card,7096.00,295.00,0.00,7391.00
1317,587,7,"2025-04-24 00:00:00",UPI,17617.00,500.00,0.00,18117.00
1318,2410,4,"2025-10-28 00:00:00",Cash,2549.00,352.00,0.00,2901.00
1319,5634,13,"2025-12-24 00:00:00",Card,6950.00,449.00,0.00,7399.00
1320,7454,2,"2025-05-02 00:00:00",Cash,7808.00,384.00,0.00,8192.00
1321,4959,1,"2025-07-31 00:00:00",Cash,11388.00,204.00,0.00,11592.00
1322,4121,8,"2025-11-30 00:00:00",Card,7100.00,354.00,0.00,7454.00
1323,5329,10,"2025-01-30 00:00:00",Card,6987.00,174.00,0.00,7161.00
1324,5146,20,"2026-01-10 00:00:00",Cash,16925.00,240.00,0.00,17165.00
1325,1837,5,"2025-04-26 00:00:00",Cash,3639.00,449.00,0.00,4088.00
1326,838,16,"2025-03-01 00:00:00",UPI,13375.00,477.00,0.00,13852.00
1327,1572,10,"2025-02-16 00:00:00",UPI,10041.00,393.00,0.00,10434.00
1328,3911,10,"2025-02-14 00:00:00",UPI,8594.00,242.00,0.00,8836.00
1329,6824,8,"2025-07-15 00:00:00",Cash,7724.00,151.00,0.00,7875.00
1330,5306,5,"2025-05-14 00:00:00",Cash,10435.00,496.00,0.00,10931.00
1331,4208,5,"2025-11-19 00:00:00",UPI,3707.00,409.00,0.00,4116.00
1332,7133,19,"2025-03-02 00:00:00",Cash,9408.00,377.00,0.00,9785.00
1333,3919,10,"2025-09-25 00:00:00",Cash,4942.00,256.00,0.00,5198.00
1334,6500,19,"2025-03-26 00:00:00",Card,6643.00,288.00,0.00,6931.00
1335,2012,1,"2025-01-24 00:00:00",Card,1402.00,354.00,0.00,1756.00
1336,7451,9,"2025-05-18 00:00:00",Cash,4684.00,299.00,0.00,4983.00
1337,7221,2,"2025-10-17 00:00:00",Cash,5378.00,168.00,0.00,5546.00
1338,5921,13,"2025-12-20 00:00:00",UPI,10366.00,436.00,0.00,10802.00
1339,3751,6,"2025-12-19 00:00:00",Cash,6542.00,463.00,0.00,7005.00
1340,7052,12,"2025-12-01 00:00:00",UPI,9617.00,445.00,0.00,10062.00
1341,125,4,"2025-10-22 00:00:00",UPI,2707.00,500.00,0.00,3207.00
1342,408,18,"2025-12-14 00:00:00",Card,6177.00,365.00,0.00,6542.00
1343,813,10,"2025-12-29 00:00:00",Card,14285.00,268.00,0.00,14553.00
1344,7261,1,"2025-11-09 00:00:00",Card,1321.00,436.00,0.00,1757.00
1345,6807,16,"2025-10-03 00:00:00",UPI,3343.00,232.00,0.00,3575.00
1346,6704,1,"2025-01-31 00:00:00",Card,11324.00,278.00,0.00,11602.00
1347,986,10,"2025-12-04 00:00:00",UPI,12445.00,413.00,0.00,12858.00
1348,848,18,"2025-06-04 00:00:00",Card,8713.00,330.00,0.00,9043.00
1349,2821,1,"2025-08-15 00:00:00",Cash,6774.00,165.00,0.00,6939.00
1350,2032,3,"2025-04-09 00:00:00",Cash,27268.00,254.00,0.00,27522.00
1351,2318,5,"2025-02-24 00:00:00",UPI,1189.00,468.00,0.00,1657.00
1352,5575,8,"2025-07-16 00:00:00",Card,5577.00,480.00,0.00,6057.00
1353,3387,4,"2025-05-07 00:00:00",UPI,9876.00,398.00,0.00,10274.00
1354,7303,17,"2025-03-21 00:00:00",Cash,7900.00,186.00,0.00,8086.00
1355,4399,7,"2025-04-05 00:00:00",Card,1615.00,347.00,0.00,1962.00
1356,2809,19,"2025-02-04 00:00:00",Card,16450.00,441.00,0.00,16891.00
1357,82,19,"2025-09-22 00:00:00",Cash,18014.00,407.00,0.00,18421.00
1358,1907,20,"2025-04-23 00:00:00",Cash,13335.00,200.00,0.00,13535.00
1359,831,7,"2025-08-26 00:00:00",Card,4470.00,253.00,0.00,4723.00
1360,4135,18,"2025-03-01 00:00:00",Cash,1824.00,186.00,0.00,2010.00
1361,6684,16,"2025-07-09 00:00:00",Card,11340.00,287.00,0.00,11627.00
1362,1161,4,"2025-11-16 00:00:00",Card,8514.00,175.00,0.00,8689.00
1363,5251,1,"2025-06-01 00:00:00",UPI,2076.00,167.00,0.00,2243.00
1364,2058,15,"2025-06-19 00:00:00",Card,18934.00,241.00,0.00,19175.00
1365,714,9,"2025-04-08 00:00:00",Card,8220.00,302.00,0.00,8522.00
1366,5332,16,"2025-04-02 00:00:00",UPI,5339.00,345.00,0.00,5684.00
1367,6403,9,"2025-10-23 00:00:00",Cash,9784.00,500.00,0.00,10284.00
1368,5961,16,"2025-12-29 00:00:00",UPI,3200.00,492.00,0.00,3692.00
1369,4138,11,"2025-01-11 00:00:00",UPI,13338.00,486.00,0.00,13824.00
1370,5263,4,"2025-01-17 00:00:00",UPI,6812.00,199.00,0.00,7011.00
1371,1526,15,"2025-04-05 00:00:00",Cash,3141.00,419.00,0.00,3560.00
1372,703,15,"2025-04-25 00:00:00",UPI,12692.00,479.00,0.00,13171.00
1373,1549,19,"2025-07-03 00:00:00",UPI,7109.00,185.00,0.00,7294.00
1374,4435,10,"2025-03-01 00:00:00",Card,3479.00,398.00,0.00,3877.00
1375,6132,17,"2025-04-22 00:00:00",Card,4378.00,204.00,0.00,4582.00
1376,2501,9,"2025-02-20 00:00:00",Card,13706.00,390.00,0.00,14096.00
1377,572,5,"2025-01-26 00:00:00",UPI,5409.00,193.00,0.00,5602.00
1378,7015,7,"2025-10-21 00:00:00",UPI,12808.00,352.00,0.00,13160.00
1379,7672,14,"2025-08-18 00:00:00",Cash,16462.00,225.00,0.00,16687.00
1380,6647,17,"2025-02-26 00:00:00",UPI,16306.00,314.00,0.00,16620.00
1381,6212,14,"2025-12-12 00:00:00",Card,13685.00,386.00,0.00,14071.00
1382,2535,6,"2026-01-02 00:00:00",Cash,1047.00,370.00,0.00,1417.00
1383,1293,13,"2025-09-27 00:00:00",UPI,2513.00,369.00,0.00,2882.00
1384,5983,12,"2025-07-12 00:00:00",UPI,14835.00,275.00,0.00,15110.00
1385,5675,11,"2025-05-30 00:00:00",UPI,4314.00,179.00,0.00,4493.00
1386,3335,3,"2025-03-22 00:00:00",Cash,8338.00,212.00,0.00,8550.00
1387,3495,16,"2025-08-30 00:00:00",Cash,10437.00,391.00,0.00,10828.00
1388,405,20,"2025-07-19 00:00:00",Cash,12690.00,316.00,0.00,13006.00
1389,1166,17,"2025-02-07 00:00:00",UPI,13199.00,459.00,0.00,13658.00
1390,7631,16,"2025-03-15 00:00:00",Cash,2605.00,223.00,0.00,2828.00
1391,4184,11,"2025-12-09 00:00:00",Cash,14394.00,383.00,0.00,14777.00
1392,7093,16,"2025-08-30 00:00:00",Cash,5671.00,427.00,0.00,6098.00
1393,350,2,"2025-10-30 00:00:00",Cash,6781.00,235.00,0.00,7016.00
1394,6642,16,"2025-01-19 00:00:00",Card,7669.00,207.00,0.00,7876.00
1395,3387,6,"2025-06-18 00:00:00",Card,10547.00,319.00,0.00,10866.00
1396,3911,18,"2025-05-21 00:00:00",UPI,8810.00,413.00,0.00,9223.00
1397,1224,20,"2025-06-27 00:00:00",Cash,9882.00,209.00,0.00,10091.00
1398,1568,3,"2026-01-07 00:00:00",Cash,5519.00,191.00,0.00,5710.00
1399,5646,19,"2025-03-19 00:00:00",UPI,4693.00,359.00,0.00,5052.00
1400,2993,19,"2025-04-01 00:00:00",UPI,9563.00,180.00,0.00,9743.00
1401,4145,11,"2025-07-19 00:00:00",Cash,5834.00,421.00,0.00,6255.00
1402,3035,2,"2025-05-30 00:00:00",Cash,1904.00,413.00,0.00,2317.00
1403,7170,8,"2025-04-05 00:00:00",Cash,8674.00,418.00,0.00,9092.00
1404,480,2,"2025-05-09 00:00:00",UPI,8929.00,209.00,0.00,9138.00
1405,7518,15,"2026-01-11 00:00:00",UPI,3940.00,237.00,0.00,4177.00
1406,7386,5,"2025-11-08 00:00:00",Card,12218.00,171.00,0.00,12389.00
1407,2292,4,"2025-12-17 00:00:00",Cash,4088.00,311.00,0.00,4399.00
1408,4426,11,"2025-04-13 00:00:00",Card,4342.00,333.00,0.00,4675.00
1409,5784,19,"2025-08-23 00:00:00",UPI,7565.00,280.00,0.00,7845.00
1410,6026,13,"2025-02-27 00:00:00",UPI,7766.00,487.00,0.00,8253.00
1411,1269,13,"2025-06-22 00:00:00",UPI,9118.00,378.00,0.00,9496.00
1412,7254,18,"2025-02-20 00:00:00",UPI,13216.00,237.00,0.00,13453.00
1413,1379,17,"2025-03-11 00:00:00",Card,8327.00,192.00,0.00,8519.00
1414,3221,1,"2025-01-15 00:00:00",UPI,17398.00,247.00,0.00,17645.00
1415,7881,1,"2025-03-11 00:00:00",Card,7086.00,367.00,0.00,7453.00
1416,2578,17,"2025-07-13 00:00:00",UPI,9098.00,288.00,0.00,9386.00
1417,5104,15,"2025-09-07 00:00:00",Card,14178.00,306.00,0.00,14484.00
1418,1622,18,"2025-01-23 00:00:00",UPI,8688.00,417.00,0.00,9105.00
1419,1532,19,"2025-08-19 00:00:00",Cash,18405.00,324.00,0.00,18729.00
1420,1128,5,"2025-10-31 00:00:00",UPI,5133.00,492.00,0.00,5625.00
1421,5992,14,"2025-01-15 00:00:00",Card,22844.00,295.00,0.00,23139.00
1422,2581,8,"2025-05-16 00:00:00",Card,7609.00,194.00,0.00,7803.00
1423,6698,7,"2025-04-17 00:00:00",UPI,6735.00,257.00,0.00,6992.00
1424,4243,3,"2025-03-27 00:00:00",Cash,2530.00,157.00,0.00,2687.00
1425,2996,1,"2025-08-11 00:00:00",Cash,1018.00,411.00,0.00,1429.00
1426,1206,15,"2025-03-31 00:00:00",Cash,4756.00,200.00,0.00,4956.00
1427,2141,4,"2025-01-12 00:00:00",Card,17674.00,335.00,0.00,18009.00
1428,6895,8,"2025-07-12 00:00:00",Cash,15976.00,329.00,0.00,16305.00
1429,4241,5,"2025-03-27 00:00:00",Cash,8052.00,466.00,0.00,8518.00
1430,5983,3,"2025-08-31 00:00:00",UPI,9235.00,179.00,0.00,9414.00
1431,7046,11,"2025-03-31 00:00:00",UPI,1334.00,171.00,0.00,1505.00
1432,6170,1,"2025-05-11 00:00:00",Card,6552.00,389.00,0.00,6941.00
1433,6956,13,"2025-10-29 00:00:00",UPI,3342.00,258.00,0.00,3600.00
1434,2639,1,"2025-07-14 00:00:00",Card,5390.00,302.00,0.00,5692.00
1435,1994,3,"2025-01-16 00:00:00",UPI,6050.00,225.00,0.00,6275.00
1436,4159,4,"2025-11-18 00:00:00",UPI,5062.00,474.00,0.00,5536.00
1437,1165,13,"2025-02-13 00:00:00",Card,3605.00,160.00,0.00,3765.00
1438,2136,19,"2025-04-27 00:00:00",UPI,15084.00,367.00,0.00,15451.00
1439,1571,9,"2025-09-30 00:00:00",Card,6661.00,294.00,0.00,6955.00
1440,1654,18,"2025-11-21 00:00:00",Cash,4435.00,429.00,0.00,4864.00
1441,2177,1,"2025-01-31 00:00:00",Cash,4226.00,348.00,0.00,4574.00
1442,5838,14,"2025-05-29 00:00:00",Cash,9806.00,312.00,0.00,10118.00
1443,5118,2,"2025-03-21 00:00:00",Cash,2410.00,317.00,0.00,2727.00
1444,3897,17,"2025-05-19 00:00:00",Card,15131.00,271.00,0.00,15402.00
1445,6113,15,"2025-11-24 00:00:00",Card,10444.00,448.00,0.00,10892.00
1446,3827,5,"2025-07-10 00:00:00",Cash,8088.00,353.00,0.00,8441.00
1447,6693,17,"2026-01-06 00:00:00",Card,15227.00,320.00,0.00,15547.00
1448,135,14,"2026-01-11 00:00:00",Card,6769.00,287.00,0.00,7056.00
1449,939,4,"2025-03-11 00:00:00",Cash,6858.00,433.00,0.00,7291.00
1450,7201,19,"2025-11-30 00:00:00",Card,2936.00,413.00,0.00,3349.00
1451,678,20,"2025-05-27 00:00:00",Cash,3483.00,472.00,0.00,3955.00
1452,3029,11,"2025-06-03 00:00:00",UPI,2638.00,163.00,0.00,2801.00
1453,7683,1,"2025-06-09 00:00:00",Cash,9337.00,264.00,0.00,9601.00
1454,661,11,"2025-10-17 00:00:00",UPI,6360.00,210.00,0.00,6570.00
1455,6958,6,"2025-05-09 00:00:00",Card,4674.00,321.00,0.00,4995.00
1456,5875,6,"2025-07-02 00:00:00",Cash,4177.00,241.00,0.00,4418.00
1457,5906,11,"2025-09-03 00:00:00",Card,9681.00,294.00,0.00,9975.00
1458,3387,14,"2025-10-16 00:00:00",UPI,5799.00,471.00,0.00,6270.00
1459,647,17,"2025-01-30 00:00:00",UPI,11622.00,347.00,0.00,11969.00
1460,4184,2,"2025-09-06 00:00:00",UPI,7946.00,260.00,0.00,8206.00
1461,525,17,"2025-09-12 00:00:00",Card,6154.00,324.00,0.00,6478.00
1462,5680,15,"2025-05-16 00:00:00",Cash,4201.00,266.00,0.00,4467.00
1463,1981,12,"2025-02-16 00:00:00",Card,12157.00,364.00,0.00,12521.00
1464,7211,5,"2025-07-26 00:00:00",Cash,24455.00,182.00,0.00,24637.00
1465,786,5,"2025-05-05 00:00:00",UPI,4852.00,497.00,0.00,5349.00
1466,717,17,"2025-05-29 00:00:00",UPI,2546.00,246.00,0.00,2792.00
1467,6111,10,"2025-06-19 00:00:00",Card,862.00,396.00,0.00,1258.00
1468,897,11,"2025-03-06 00:00:00",Cash,14658.00,417.00,0.00,15075.00
1469,4926,16,"2025-12-28 00:00:00",Cash,7393.00,183.00,0.00,7576.00
1470,6765,14,"2025-12-29 00:00:00",Card,1906.00,283.00,0.00,2189.00
1471,4756,14,"2025-02-28 00:00:00",UPI,6297.00,218.00,0.00,6515.00
1472,2325,2,"2025-02-24 00:00:00",Card,2094.00,219.00,0.00,2313.00
1473,3690,1,"2025-07-11 00:00:00",UPI,15607.00,347.00,0.00,15954.00
1474,982,20,"2025-06-27 00:00:00",Cash,14078.00,375.00,0.00,14453.00
1475,7769,9,"2025-10-25 00:00:00",UPI,14786.00,164.00,0.00,14950.00
1476,6980,1,"2025-08-25 00:00:00",UPI,20379.00,377.00,0.00,20756.00
1477,1731,4,"2025-12-25 00:00:00",UPI,4119.00,227.00,0.00,4346.00
1478,226,16,"2025-11-12 00:00:00",Card,17687.00,479.00,0.00,18166.00
1479,2186,9,"2025-03-01 00:00:00",UPI,12603.00,473.00,0.00,13076.00
1480,2904,13,"2025-03-02 00:00:00",Card,10138.00,162.00,0.00,10300.00
1481,4594,18,"2025-12-04 00:00:00",Cash,13420.00,387.00,0.00,13807.00
1482,3320,10,"2025-11-02 00:00:00",Card,15936.00,499.00,0.00,16435.00
1483,150,12,"2025-09-07 00:00:00",Card,17648.00,321.00,0.00,17969.00
1484,3922,13,"2025-11-20 00:00:00",Card,6676.00,356.00,0.00,7032.00
1485,2247,7,"2025-12-04 00:00:00",UPI,3871.00,169.00,0.00,4040.00
1486,3906,15,"2025-11-11 00:00:00",Card,2614.00,166.00,0.00,2780.00
1487,5494,12,"2026-01-06 00:00:00",UPI,7152.00,254.00,0.00,7406.00
1488,6401,19,"2025-01-23 00:00:00",Cash,11472.00,171.00,0.00,11643.00
1489,2253,16,"2025-12-17 00:00:00",UPI,3224.00,474.00,0.00,3698.00
1490,1162,6,"2025-07-27 00:00:00",UPI,1710.00,433.00,0.00,2143.00
1491,2745,5,"2025-12-01 00:00:00",Cash,14128.00,314.00,0.00,14442.00
1492,4032,9,"2025-03-02 00:00:00",Card,10540.00,400.00,0.00,10940.00
1493,7380,11,"2025-11-26 00:00:00",UPI,6254.00,281.00,0.00,6535.00
1494,609,4,"2025-02-23 00:00:00",Card,5730.00,228.00,0.00,5958.00
1495,812,12,"2025-03-31 00:00:00",Card,14698.00,239.00,0.00,14937.00
1496,2727,4,"2025-09-10 00:00:00",Cash,10514.00,253.00,0.00,10767.00
1497,1948,10,"2025-03-21 00:00:00",UPI,8627.00,345.00,0.00,8972.00
1498,2445,5,"2025-05-15 00:00:00",UPI,11393.00,185.00,0.00,11578.00
1499,4922,5,"2025-11-14 00:00:00",Card,20778.00,247.00,0.00,21025.00
1500,4816,18,"2025-12-15 00:00:00",UPI,5400.00,336.00,0.00,5736.00
1501,6927,11,"2025-09-08 00:00:00",Card,26565.00,243.00,0.00,26808.00
1502,4864,10,"2025-04-12 00:00:00",Card,2752.00,313.00,0.00,3065.00
1503,4216,16,"2025-12-03 00:00:00",Cash,4658.00,231.00,0.00,4889.00
1504,6266,5,"2025-01-26 00:00:00",UPI,4623.00,385.00,0.00,5008.00
1505,7629,18,"2025-05-10 00:00:00",Card,20180.00,244.00,0.00,20424.00
1506,6897,12,"2025-02-20 00:00:00",UPI,1022.00,341.00,0.00,1363.00
1507,2733,5,"2025-12-02 00:00:00",UPI,23816.00,458.00,0.00,24274.00
1508,354,1,"2025-04-18 00:00:00",UPI,6415.00,377.00,0.00,6792.00
1509,6843,5,"2025-11-29 00:00:00",UPI,506.00,187.00,0.00,693.00
1510,3023,9,"2025-10-03 00:00:00",Cash,9557.00,183.00,0.00,9740.00
1511,2515,7,"2025-09-19 00:00:00",Card,12970.00,207.00,0.00,13177.00
1512,1041,19,"2025-08-31 00:00:00",Cash,6210.00,168.00,0.00,6378.00
1513,3522,1,"2025-11-18 00:00:00",UPI,4863.00,291.00,0.00,5154.00
1514,671,5,"2025-11-21 00:00:00",Cash,4050.00,368.00,0.00,4418.00
1515,996,11,"2025-02-11 00:00:00",Card,5729.00,250.00,0.00,5979.00
1516,1228,4,"2025-11-14 00:00:00",Cash,8566.00,456.00,0.00,9022.00
1517,2713,4,"2025-10-04 00:00:00",Cash,7214.00,432.00,0.00,7646.00
1518,7318,8,"2025-11-02 00:00:00",Card,13893.00,161.00,0.00,14054.00
1519,1017,4,"2025-06-19 00:00:00",UPI,5412.00,200.00,0.00,5612.00
1520,5759,20,"2025-06-06 00:00:00",UPI,19106.00,333.00,0.00,19439.00
